Id,Hazard
6,2.80359941426082
7,5.144493470886168
8,6.035227069649836
9,3.8416894497297296
10,3.512885457182094
11,3.746923848616925
13,5.1934678253980024
14,4.5390908762520805
16,3.7533321815984944
17,3.615098419829789
18,5.774671441981579
20,3.6499562382002777
27,5.8922706467000765
28,4.700077511882038
29,2.9766066462204486
30,3.6284159303205072
34,3.3620376592879753
35,4.2400631896392635
36,4.748988010017795
37,4.3342445425718985
38,3.416802990253848
40,4.210273408040379
42,4.316259175787434
46,3.651154571357398
47,4.113036239569565
48,4.902477876606131
49,6.762705855927539
51,3.9309261317263555
52,4.6136716504207484
53,2.0973069785603804
54,3.440332952003917
55,3.28380437483855
56,5.546684212576531
57,2.895180120936498
60,5.016710560173987
61,3.474690307938574
64,5.624406352700721
65,4.228235287619666
66,4.532970253147573
68,4.510540892257038
70,3.560295770186301
71,2.477137396480096
75,2.877581485948226
76,4.260072918982782
78,5.625387020221604
80,3.8521155335326083
81,5.251637932262921
82,5.395253399076164
83,4.057594583541546
85,3.1694884459065653
86,2.960192469030909
87,3.5541861650444044
89,3.5246969930251013
90,5.041699868216913
91,4.2682611773052175
92,4.86885946617456
95,3.6416055597721284
97,4.790090705689559
99,3.623123224308677
101,4.190811820353477
102,4.654384696827466
103,3.1209070845220377
104,3.8517929766663923
107,5.353561349772421
108,3.688792016892574
111,3.4871529650430615
112,6.337730193035728
115,4.354536638828384
119,3.36709800106839
121,3.803842647408274
124,3.446093186575271
128,5.719588881036825
130,5.2563714502574435
131,5.073743252952151
133,5.906041409196791
134,4.977375179442426
137,3.83257736944411
138,4.092820147988176
142,6.483278335494289
143,4.484572487878699
144,6.09938810006113
145,4.338316510174886
147,3.692452556541467
148,5.62319397373234
152,3.2079550200672853
154,10.07904919282799
158,3.139006269205505
159,4.335413478515909
160,5.21359275072387
161,4.916523612789083
164,2.432196201366504
165,3.5932251871587004
166,2.5541059085939746
167,3.249414230089857
169,4.34770782963069
170,4.905052359010771
171,5.197179524910464
175,3.642994054338502
177,4.255526783129163
178,5.021529182656037
180,6.597734637829417
182,3.690703483357841
184,6.8582577251969195
185,5.704625988582248
186,3.860021887910938
190,4.041894282299049
191,3.7397103399152014
192,3.0184093671930468
195,5.230192248510552
196,5.611475429071898
197,4.442992759685398
198,3.4049973036855774
199,4.992230376390313
200,3.7590467447395692
204,3.150582704737544
205,4.184839780149343
207,2.579948833051849
208,4.162186194112733
209,6.945789669256592
211,5.756662127444737
216,6.106262499570579
217,2.2500203693031806
220,4.45402401348793
223,4.955791201847914
224,4.926999634076313
230,3.9061337857837084
232,3.922939400266676
235,3.6395511307844854
236,5.384721609343233
238,3.6858963297400327
240,2.9113390067538503
242,4.4551268123046945
244,3.851015935342598
245,3.7638070874552674
248,4.003472509563292
251,4.116818818118739
256,3.9002517306010507
258,4.7815687927903605
259,4.433437294098812
261,5.1888017823411205
267,4.832624470749075
268,4.008299912905017
270,4.944628991672139
272,6.446095230539966
273,3.2028343259055254
275,1.9031853003889592
276,3.6455280211884165
277,5.372608249597176
279,3.784625469953427
283,4.4487160115200775
284,4.540947026667744
286,3.5422363788591538
287,3.914119602554787
288,2.835939494010488
289,5.746829629797926
292,4.102980326608949
293,4.430866708137234
295,4.255365500287641
297,3.8063500515149356
301,4.222651397893673
303,3.304665885359688
304,3.264202201946006
305,3.01375076680589
308,3.713900222199873
309,4.267251079302013
313,3.601582080149803
314,5.232560756495543
315,3.9090100460843256
316,3.5781518324466997
318,4.7970064043839935
320,5.309128681697294
324,4.259177972246136
325,4.376573387693005
326,3.405278826889053
327,3.933048541585486
328,5.648606447815617
332,3.8394120503385065
333,6.988474410631774
336,3.5981431266230546
339,4.035408914891502
340,5.211579564351852
342,4.696042195188312
344,5.073391781739123
345,3.354820908667662
346,3.62927573094491
349,4.36332852395979
353,4.308536504555353
355,4.263537897488809
360,2.9666871760593003
363,4.019325406220003
366,3.6522353844955813
367,3.082705785235792
369,4.3180130595669475
371,5.282269450317879
372,3.1912404037525155
374,3.224094982452592
375,3.1625266092060476
378,3.815863113401384
379,2.741658559547174
381,4.487860203548977
382,3.223798708183013
384,3.1099926568509355
385,2.9903340840564687
387,4.625422147512105
388,3.2762882932790487
389,5.066597084703631
390,5.136034409557659
393,4.361646168954522
394,5.986064027152738
395,3.9046890677346004
397,2.675158816716021
398,4.65950162272937
399,4.1758558824703425
403,3.869285809917527
404,2.755298316382535
406,3.143512547350019
407,3.4027691286892914
410,2.7119745900225833
411,3.879381173356199
412,2.1290122453021434
413,4.9623831132821055
417,4.665921781482202
419,3.383007751186561
422,5.209143589980407
425,3.4183034266478782
426,3.9687999747347056
427,5.229054798373867
432,3.7375008295834045
434,3.4871422976982496
437,3.2882697314196907
438,3.701052958838752
440,4.690821476575965
441,5.19706729270457
443,2.631902704752212
445,5.1165400269434675
447,2.9538550884653167
449,3.7059969142699316
450,3.908442470668503
451,3.722886905129723
453,6.598405728030763
455,2.8971932446862474
456,4.7027032263913044
459,4.318087301995662
461,3.3049835365666906
463,3.8294658897926923
466,6.056149213246265
467,3.2329515266724487
469,3.7639759191118034
470,5.396802036749655
472,4.611071895608407
477,4.207550647990648
481,2.92979706490961
485,4.571786632375421
492,3.8783987850468495
494,4.348432499193337
497,4.0237161027374855
503,3.3158221401279055
504,4.844818260359118
507,4.498598074501534
509,3.4559473527660214
511,5.278604574904171
512,3.372847131513275
513,3.099504042406892
516,6.1784415402110735
517,2.6763640221732503
518,3.777583775357101
522,4.092645443692298
525,2.927140316366914
526,3.190553786565858
527,7.045978515370197
529,3.456915955266755
534,5.388797637389522
538,2.4875792372983105
540,5.097004601797566
541,2.0165734093031498
542,4.843494776248808
543,6.450032971183781
544,4.866495275251449
546,3.3293283082315424
547,3.480805139237376
550,3.819532061939755
554,4.561113040050257
556,2.810515699313468
558,3.8402641576065215
559,3.1644470858263567
560,4.949384724626088
564,4.475765470691828
565,2.561193471297953
566,4.40286657058801
567,5.081585062814993
568,3.6941688339154206
570,3.4280820741699864
571,3.6854893951912127
575,3.4876248983141362
576,4.716029893661863
585,2.944992171272584
586,4.012328085912234
589,3.027549411058633
590,4.398908250796586
591,3.949611789986185
593,3.3245147354474534
594,3.354534698413768
595,3.2718097458903923
596,3.4811363230082133
597,4.401317638118687
598,3.878799730865156
599,3.5998492604446044
600,4.65181056832892
601,3.721913969204401
609,3.8456643418293317
613,4.806052901520802
619,5.95518978154434
620,4.7558327623332435
621,6.228962015024913
622,4.712289839155793
623,3.1012982970278586
625,5.578708489492406
626,2.902181051528964
628,2.869872123155958
629,4.273573467579328
633,4.117564470306921
634,4.224290185696431
635,6.2872366112012115
636,3.6994736129280135
637,4.366727744124222
638,3.260301147184944
639,3.8508753355322725
640,4.730777562234052
643,4.859330658724449
645,4.63959458048802
646,4.903636443278286
647,3.0774298983338952
649,3.2078948601683885
650,3.9543232380231013
654,4.2701719468564585
656,3.037014934012981
657,4.309070693479324
661,5.057455638193457
662,3.3142113283632084
663,4.736578674432628
664,3.0729476016465074
667,3.805524408353333
668,4.441850529172771
672,3.0030155355403227
673,3.657706660425366
675,4.104508680298836
676,2.991564619425456
677,3.6949647741723273
678,5.020364048688685
679,5.443713043180409
682,2.719772442554112
684,4.037057352240145
686,4.184176380275599
687,5.679259993147829
688,3.9280120758769415
689,3.5134705422467567
690,3.9724266750904986
691,4.888162155913269
693,3.9471159429157736
694,3.7005381367104206
695,3.2654612704420423
696,3.2734895637319967
699,4.891282300276324
702,6.365800018775216
703,3.165051386250556
704,2.668457748440095
705,2.8724512632584918
708,4.480638684624044
709,4.009382161846605
710,3.6197640654286958
711,4.736826062323922
712,5.000050875644934
713,5.258414457034284
714,3.0683340668787613
724,3.894470441736144
725,3.6025736028479782
727,2.449881658519852
729,3.5875679880541576
731,4.942839630340203
732,3.805953545399962
735,4.164749128813009
736,3.8971719988310762
738,3.8179376272604566
739,3.615500454444259
741,4.930041014874886
744,3.1361642204641424
745,5.0558720751202735
749,3.583240675229962
750,4.314906341468416
753,3.4153686972167887
754,3.9878961776149016
756,3.962513099624837
759,4.5620851053721285
763,3.7411231373979383
764,4.002758894675578
765,5.062461063898416
770,4.77259993021144
773,3.5308922419175164
774,3.970347155718624
778,3.146026338523304
780,4.08576083724333
781,4.226905905701342
783,7.127953279095282
784,3.837868355310469
790,3.7395515972395477
791,4.516430820490803
792,3.5307771652989803
793,2.921580343190005
794,4.231568827775006
795,3.3543855961745255
796,4.430998479248331
801,5.6777218449914955
802,4.743263317721169
805,3.9752822710676816
808,3.208897839178393
809,4.3356291526780675
813,3.9296918310398308
814,7.482401666015056
815,1.7973065310366103
816,5.7084729775232255
817,2.8275339058852134
821,4.05001583402843
822,3.155808921139495
823,3.5833358985989667
825,3.8963823440777823
826,3.96086945155707
830,2.458087234330562
832,4.4547454947727045
833,4.101963160156785
835,2.698676962969156
837,3.331440063077434
838,2.7136704535081573
839,2.966592684319346
841,5.004959511931936
842,3.2916289862562538
844,5.342448510716107
853,3.287408434935868
855,3.950971316240303
858,4.019190134461421
859,3.228831089483173
860,3.213336594306634
861,3.380571292468832
862,2.753944941931253
868,3.069922766489625
869,6.26327433881673
874,5.308785138477643
875,3.4487620793679454
877,4.725421305352159
879,3.918157923984324
885,3.851681367746919
886,3.727098228585619
887,4.097384215729485
892,4.566447995361521
894,3.5310946764954276
896,4.953834404686011
898,3.055013372955173
899,4.687924975261615
900,4.6380953933626525
901,3.1379068912805628
903,4.788408357150571
904,6.807558429236373
906,3.9059971302684375
907,4.503521723708413
908,3.9799348544091218
909,3.621166404096914
915,3.6443541849327135
916,5.125492687699091
917,4.523518752262777
921,3.0094760099355105
922,4.909218561542765
923,5.217729688404251
924,4.460731765281033
927,4.794586604843467
929,2.9411625876647443
932,3.2817132859019957
934,2.397963729807671
935,6.31082553129584
937,3.890592788118548
940,3.3549877792833636
944,4.5195161030577085
946,4.564781370556208
948,5.193869822472285
950,5.686111307099478
952,3.4808063371305957
953,4.987807080125246
956,2.88991691682602
959,4.715602725166515
960,4.407510384634241
961,3.3152835154284257
962,5.176223711759191
966,4.469112069824536
968,4.863973502323445
969,4.650861598037256
971,4.276913771867003
972,3.6200720431818247
978,3.351212453334807
983,5.057641469208021
984,4.968169877728043
985,4.121498157071948
987,3.408601570521998
988,4.8232397645893155
989,4.188842686445593
991,3.9955887594501736
992,3.7900600797892103
993,3.455462662114575
997,4.779870139499277
999,2.5319795656017408
1003,2.0708659965379757
1006,6.2049510675362125
1007,5.0889019962071815
1013,3.7491921486786013
1015,3.0911341119763573
1016,2.682685518768251
1017,3.472362017077971
1018,6.764418249829778
1019,4.3082051823822285
1020,3.473000504105408
1021,4.679237495777531
1023,3.06815873439029
1025,3.841659129465965
1027,3.1191178795897043
1028,4.967876451671425
1029,4.634914655224388
1032,5.024412945505083
1035,3.222819245871146
1039,3.1957330884567012
1040,5.054619382864432
1041,2.2589800704111154
1043,3.3047200404780632
1045,4.534174111232139
1046,5.494397038469053
1049,4.225643711014874
1054,5.98091364182813
1056,4.977215903799995
1057,3.984022808979005
1058,4.577075539200182
1060,5.688617177803683
1061,3.2659316445406437
1062,4.427414217248238
1063,4.2057981506030035
1066,3.9034264993215677
1071,3.1202366316695422
1072,2.952138882949971
1076,5.408984848257596
1077,3.8430970394456936
1078,3.7193816467522005
1082,4.460881241880943
